job_title,normalized_title,esco_occupation,company,country,city,remote_type,experience_level,source,salary_min,salary_max,salary_avg,currency,posted_date,job_description,description_truncated,original_skills_list,completed_skills_list,llm_validated_skills_list,llm_removed_skills_list,recommended_skills_list,recommended_skills,skill_inference_method,recommended_skill_source,llm_status,llm_keep_rate,has_recommended_skills,n_recommended_skills,n_original_skills,posted_month,has_salary,has_original_skills,remote_type_clean,experience_level_clean
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,Five Points,Unspecified,Mid-level,Adzuna,115000.0,115000.0,115000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,Edgewood,Unspecified,Mid-level,Adzuna,102000.0,102000.0,102000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,Bismarck,Unspecified,Mid-level,Adzuna,98000.0,98000.0,98000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,"Washington, D.C.",Unspecified,Mid-level,Adzuna,104000.0,104000.0,104000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,Des Moines,Unspecified,Mid-level,Adzuna,99000.0,99000.0,99000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,Grandview Heights,Unspecified,Mid-level,Adzuna,127000.0,127000.0,127000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,Nashville,Unspecified,Mid-level,Adzuna,106000.0,106000.0,106000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,Pierre,Unspecified,Mid-level,Adzuna,154000.0,154000.0,154000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,Providence,Unspecified,Mid-level,Adzuna,105000.0,105000.0,105000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Language - MRS AI,Research Scientist,research engineer,Meta,United States,Helena,Unspecified,Mid-level,Adzuna,105000.0,105000.0,105000.0,USD,2026-02-07,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",True,[],"['r', 'computer vision']","['r', 'computer vision']",[],"['r', 'computer vision']","r, computer vision",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist-Sr. Associate,Research Scientist,research engineer,JPMorgan Chase,United States,Grand Central,Unspecified,Junior,Adzuna,183000.0,183000.0,183000.0,USD,2025-08-02,"The Chief Data & Analytics Office (CDAO) at JPMorgan Chase is responsible for accelerating the firm's data and analytics journey. This includes ensuring the quality, integrity, and security of the company's data, as well as leveraging this data to generate insights and drive decision-making. The CDAO is also responsible for developing and implementing solutions that support the firm's commercial goals by harnessing artificial intelligence and machine learning technologies to develop new product…",True,[],[],[],[],[],,low_similarity_no_inference,section9_not_llm_validated,not_validated,,False,0,0,2025-08,True,False,Unspecified,Junior
"AI Research Engineer, FAIR Chemistry",Research Scientist,research engineer,Meta,United States,SoMa,Unspecified,Mid-level,Adzuna,121000.0,121000.0,121000.0,USD,2026-02-21,"Summary: Meta is seeking a researcher to join the Fundamental AI Research (FAIR) team, a research organization focused on advancing the state-of-the-art in AI. In this role, you'll work with world-class researchers at FAIR on fundamental and exploratory research. The team focuses on research in developing learning algorithms with enhanced reasoning, memory and alignment methods. Our current projects span improved learning objectives, self-supervised learning objectives, higher-level reasoning, …",True,[],"['r', 'computer vision', 'transformers', 'rag']","['r', 'transformers']","['computer vision', 'rag']","['r', 'transformers']","r, transformers",knn_inference,llm_validated_with_rescue,ok,0.5,True,2,0,2026-02,True,False,Unspecified,Mid-level
"AI Research Engineer, FAIR Chemistry",Research Scientist,research engineer,Meta,United States,Menlo Park,Unspecified,Mid-level,Adzuna,133000.0,133000.0,133000.0,USD,2026-02-21,"Summary: Meta is seeking a researcher to join the Fundamental AI Research (FAIR) team, a research organization focused on advancing the state-of-the-art in AI. In this role, you'll work with world-class researchers at FAIR on fundamental and exploratory research. The team focuses on research in developing learning algorithms with enhanced reasoning, memory and alignment methods. Our current projects span improved learning objectives, self-supervised learning objectives, higher-level reasoning, …",True,[],"['r', 'computer vision', 'transformers', 'rag']","['r', 'transformers']","['computer vision', 'rag']","['r', 'transformers']","r, transformers",knn_inference,llm_validated_with_rescue,ok,0.5,True,2,0,2026-02,True,False,Unspecified,Mid-level
"AI Research Scientist, FAIR Chemistry",Research Scientist,research engineer,Meta,United States,SoMa,Unspecified,Mid-level,Adzuna,107000.0,107000.0,107000.0,USD,2026-02-20,"Summary: Meta is seeking Research Scientists to join the Fundamental AI Research (FAIR) Chemistry team. The Chemistry team develops AI-based methods to model the world at the atomic level. Chemistry and materials science applications include energy sustainability, drug discovery and new materials for display technologies. Researchers will drive fundamental methods development to enable predictive and generative AI models across these applications. They will work with an interdisciplinary team o…",True,[],"['r', 'computer vision', 'transformers']","['r', 'transformers']",['computer vision'],"['r', 'transformers']","r, transformers",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Manager - Facebook Discovery,Product / Management,ict project manager,Meta,United States,Menlo Park,Unspecified,Management,Adzuna,160000.0,160000.0,160000.0,USD,2026-02-20,"Summary: We are seeking a visionary and experienced technical leader to join our AI research and development teams focused on advancing the next generation of artificial intelligence technologies. This role involves leading multidisciplinary teams to drive innovation in large language models, on-device AI, and/or AI-powered wearable experiences. Required Skills: AI Research Manager - Facebook Discovery Responsibilities: 1. Be hands-on supporting and leading teams of software engineers, research…",True,[],"['aws', 'azure', 'rag']","['aws', 'azure', 'rag']",[],"['aws', 'azure', 'rag']","aws, azure, rag",knn_inference,llm_validated_with_rescue,ok,1.0,True,3,0,2026-02,True,False,Unspecified,Management
Foundational AI Research Scientist - FAIR,Research Scientist,research engineer,Meta,United States,Grand Central,Unspecified,Mid-level,Adzuna,143000.0,143000.0,143000.0,USD,2025-12-23,"Summary: Meta is seeking Research Scientists to join its Fundamental AI Research (FAIR) organization, focused on making significant advances in AI. The team is focused on industrial leading research on building new architectures and training paradigms to push the frontier of advanced machine intelligence. Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational statistics, and applied mathematics…",True,[],"['r', 'computer vision', 'transformers']","['r', 'computer vision', 'transformers']",[],"['r', 'computer vision', 'transformers']","r, computer vision, transformers",knn_inference,llm_validated_with_rescue,ok,1.0,True,3,0,2025-12,True,False,Unspecified,Mid-level
Foundational AI Research Scientist - FAIR,Research Scientist,research engineer,Meta,United States,Menlo Park,Unspecified,Mid-level,Adzuna,137000.0,137000.0,137000.0,USD,2026-02-20,"Summary: Meta is seeking Research Scientists to join its Fundamental AI Research (FAIR) organization, focused on making significant advances in AI. The team is focused on industrial leading research on building new architectures and training paradigms to push the frontier of advanced machine intelligence. Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational statistics, and applied mathematics…",True,[],"['r', 'computer vision', 'transformers']","['r', 'computer vision', 'transformers']",[],"['r', 'computer vision', 'transformers']","r, computer vision, transformers",knn_inference,llm_validated_with_rescue,ok,1.0,True,3,0,2026-02,True,False,Unspecified,Mid-level
"AI Research Scientist, CoreML - Monetization",Research Scientist,research engineer,Meta,United States,Grand Central,Unspecified,Mid-level,Adzuna,238000.0,238000.0,238000.0,USD,2026-01-09,"Summary: Meta's Monetization pillar is at the cutting edge of delivering highly personalized ads that create maximum value for both users and advertisers. Within this pillar, the Ranking & AI (RAI) Research team drives state-of-the-art research initiatives, focusing on high-impact, high-risk projects-true moonshots-with the potential to redefine Meta's monetization strategies. By consistently pushing the boundaries of what's possible, we deliver breakthrough innovations that not only advance Me…",True,[],[],[],[],[],,low_similarity_no_inference,section9_not_llm_validated,not_validated,,False,0,0,2026-01,True,False,Unspecified,Mid-level
"AI Research Scientist, CoreML - Monetization",Research Scientist,research engineer,Meta,United States,Bellevue,Unspecified,Mid-level,Adzuna,232000.0,232000.0,232000.0,USD,2026-01-09,"Summary: Meta's Monetization pillar is at the cutting edge of delivering highly personalized ads that create maximum value for both users and advertisers. Within this pillar, the Ranking & AI (RAI) Research team drives state-of-the-art research initiatives, focusing on high-impact, high-risk projects-true moonshots-with the potential to redefine Meta's monetization strategies. By consistently pushing the boundaries of what's possible, we deliver breakthrough innovations that not only advance Me…",True,[],[],[],[],[],,low_similarity_no_inference,section9_not_llm_validated,not_validated,,False,0,0,2026-01,True,False,Unspecified,Mid-level
"AI Research Scientist, CoreML - Monetization",Research Scientist,research engineer,Meta,United States,Sunnyvale,Unspecified,Mid-level,Adzuna,245000.0,245000.0,245000.0,USD,2026-02-20,"Summary: Meta's Monetization pillar is at the cutting edge of delivering highly personalized ads that create maximum value for both users and advertisers. Within this pillar, the Ranking & AI (RAI) Research team drives state-of-the-art research initiatives, focusing on high-impact, high-risk projects-true moonshots-with the potential to redefine Meta's monetization strategies. By consistently pushing the boundaries of what's possible, we deliver breakthrough innovations that not only advance Me…",True,[],[],[],[],[],,low_similarity_no_inference,section9_not_llm_validated,not_validated,,False,0,0,2026-02,True,False,Unspecified,Mid-level
"AI Research Scientist, FAIR Chemistry",Research Scientist,research engineer,Meta,United States,Menlo Park,Unspecified,Mid-level,Adzuna,119000.0,119000.0,119000.0,USD,2026-02-21,"Summary: Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a futur…",True,[],"['r', 'rag']","['r', 'rag']",[],"['r', 'rag']","r, rag",knn_inference,llm_validated_with_rescue,ok,1.0,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Scientist - Speech and Language,Research Scientist,research engineer,Meta,United States,Redmond,Unspecified,Mid-level,Adzuna,76000.0,76000.0,76000.0,USD,2026-02-21,"Summary: Reality Labs Research is Meta's innovation engine for next-generation AR/VR, AI, and wearable technologies. Our Audio team pioneers research and development at the intersection of sound, machine learning, and human experience-enabling new ways for people to connect, communicate, and collaborate.We are seeking a technically skilled GenAI scientist to join our team focused on Large Language Model (LLM) agents and model post-training, with a particular emphasis on speech and language proc…",True,[],"['r', 'computer vision', 'transformers']","['r', 'transformers']",['computer vision'],"['r', 'transformers']","r, transformers",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,2,0,2026-02,True,False,Unspecified,Mid-level
AI Research Engineering Sr Manager,Research Scientist,research engineer,Lockheed Martin,United States,Littleton,Unspecified,Senior,Adzuna,184000.0,184000.0,184000.0,USD,2026-01-28,"Description: The coolest jobs on this planet or any other are with Lockheed Martin Space\. At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder\. Our amazing people are on a mission to make a difference in the world and every single day we use our unique skills and experiences to create, design and build solutions to some of the worlds' hardest engineering problems\. Do you want to be part of a culture that inspires employees to think big, perform with ex…",True,[],"['rag', 'computer vision', 'r', 'python']","['computer vision', 'r', 'python']",['rag'],"['computer vision', 'r', 'python']","computer vision, r, python",knn_inference,llm_validated_with_rescue,ok,0.75,True,3,0,2026-01,True,False,Unspecified,Senior
AI Research Scientist (AI Agents) - Senior Associate,Research Scientist,research engineer,JPMorgan Chase,United States,Grand Central,Unspecified,Junior,Adzuna,231000.0,231000.0,231000.0,USD,2025-11-11,"The Chief Data & Analytics Office (CDAO) at JPMorgan Chase is responsible for accelerating the firm's data and analytics journey. This includes ensuring the quality, integrity, and security of the company's data, as well as leveraging this data to generate insights and drive decision-making. The CDAO is also responsible for developing and implementing solutions that support the firm's commercial goals by harnessing artificial intelligence and machine learning technologies to develop new product…",True,[],"['computer vision', 'openai', 'r', 'rag']","['r', 'rag']","['computer vision', 'openai']","['r', 'rag', 'openai']","r, rag, openai",knn_inference,llm_validated_with_rescue,ok,0.5,True,3,0,2025-11,True,False,Unspecified,Junior
AI Researcher,Research Scientist,research engineer,Vatic Labs,United States,New York City,Unspecified,Mid-level,Adzuna,175000.0,250000.0,212500.0,USD,2025-01-27,"As an AI Researcher at Vatic Labs, you will research and develop innovative AI-driven quantitative trading strategies. You will explore vast amounts of market and alternative data, inventing and applying a new generation of state-of-the-art technologies that are inspired by large language models, deep neural networks, transformers, and advanced prompt engineering methods (e.g. GPT-4) to discover and capitalize on trading opportunities. The nature of the problems we work on is challenging, hence…",True,['transformers'],['transformers'],[],[],['transformers'],transformers,original,original,not_validated,0.0,True,1,1,2025-01,True,True,Unspecified,Mid-level
AI Researcher,Research Scientist,research engineer,Gimlet Labs,United States,San Francisco,Unspecified,Mid-level,Adzuna,150000.0,350000.0,250000.0,USD,2025-08-08,"Gimlet Labs is building the foundation for the next generation of AI applications. As generative AI workloads rapidly scale, inference efficiency is becoming the critical bottleneck. Gimlet is redefining AI inference from the ground up, combining cutting-edge research with an integrated hardware-software stack that delivers breakthrough performance, efficiency, and model quality. Gimlet pairs its inference stack with a seamless developer experience, allowing users to deploy, manage, and monitor…",True,[],"['rag', 'openai', 'r', 'computer vision']","['r', 'computer vision']","['openai', 'rag']","['r', 'computer vision', 'rag', 'openai']","r, computer vision, rag, openai",knn_inference,llm_validated_with_rescue,ok,0.5,True,4,0,2025-08,True,False,Unspecified,Mid-level
AI Researcher,Research Scientist,research engineer,Mercor,United States,San Francisco,Unspecified,Mid-level,Adzuna,200000.0,300000.0,250000.0,USD,2025-10-17,"About Mercor Mercor is at the intersection of labor markets and AI research. We partner with leading AI labs and enterprises to provide the human intelligence essential to AI development. Our vast talent network trains frontier AI models in the same way teachers teach students: by sharing knowledge, experience, and context that can't be captured in code alone. Today, more than 30,000 experts in our network collectively earn over $2 million a day. Mercor is creating a new category of work where …",True,[],"['computer vision', 'transformers', 'python', 'r', 'rag']","['computer vision', 'transformers', 'python', 'r', 'rag']",[],"['computer vision', 'transformers', 'python', 'r', 'rag']","computer vision, transformers, python, r, rag",knn_inference,llm_validated_with_rescue,ok,1.0,True,5,0,2025-10,True,False,Unspecified,Mid-level
AI Researcher,Research Scientist,research engineer,hum.ai,United States,San Francisco,Unspecified,Mid-level,Adzuna,193000.0,193000.0,193000.0,USD,2025-07-29,"AI Researcher Location: San Francisco About Hum.ai Hum.ai is building planetary superintelligence. Backed by top funds, we’ve raised $10M and are now heads down building. Join us at the cutting edge, where we’re scaling generative transformer diffusion models, designing next-gen benchmarks, and engineering foundation models that go far beyond LLMs. You’ll be at the core of a moonshot journey to define what’s next in agentic AI and frontier model capabilities. We are looking for an experienced A…",True,[],"['rag', 'openai', 'computer vision']","['rag', 'computer vision']",['openai'],"['rag', 'computer vision', 'openai']","rag, computer vision, openai",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,3,0,2025-07,True,False,Unspecified,Mid-level
AI Researcher,Research Scientist,research engineer,Hudson River Trading,United States,Seattle,Unspecified,Mid-level,Adzuna,189000.0,189000.0,189000.0,USD,2025-07-03,"Hudson River Trading (HRT) is hiring an AI Researcher to join the HAIL team. HAIL (HRT AI Labs) is the team at HRT responsible for developing and maintaining our most powerful models, which are used by our trading teams to drive a significant fraction of our trading. We are building and deploying ""foundation models for markets"", that ingest and train on vast amounts of market data, to make predictions about future market state. We are seeking experienced AI researchers to join our team to accel…",True,[],[],[],[],[],,low_similarity_no_inference,section9_not_llm_validated,not_validated,,False,0,0,2025-07,True,False,Unspecified,Mid-level
AI Researcher,Research Scientist,research engineer,AGI,United States,San Francisco,Unspecified,Mid-level,Adzuna,221000.0,221000.0,221000.0,USD,2025-08-18,"Think Different. Build the Future.  Our Mission Build everyday AGI. Trustworthy, consumer-grade agents that redefine human–AI collaboration for millions. Software shouldn’t wait for commands; it should partner with you, amplifying what you can do every single day. Why AGI, Inc. We’re a stealth team of elite founders and AI researchers, with backgrounds spanning Stanford, OpenAI, and DeepMind . We’re industry leaders in mobile and computer-use agents, bringing these capabilities to consumer scal…",True,['openai'],['openai'],[],[],['openai'],openai,original,original,not_validated,0.0,True,1,1,2025-08,True,True,Unspecified,Mid-level
AI Researcher,Research Scientist,research engineer,Perplexity,United States,San Francisco,Unspecified,Mid-level,Adzuna,210000.0,470000.0,340000.0,USD,2025-11-17,"Perplexity is seeking top-tier AI Research Scientists and Engineers to advance our AI products and capabilities. We're building the future of AI-powered search and agent experiences through our Sonar models, Deep Research Agent, Comet Agent, and Search products. Join us in creating SOTA experiences that handle hundreds of millions of queries and continue to scale rapidly. Team Structure Depending on your interests and expertise, you'll work on one of three specialized teams: 1. Core Research Te…",True,[],"['rag', 'computer vision', 'transformers', 'openai']",['transformers'],"['computer vision', 'openai', 'rag']","['transformers', 'rag', 'openai']","transformers, rag, openai",knn_inference,llm_validated_with_rescue,ok,0.25,True,3,0,2025-11,True,False,Unspecified,Mid-level
AI Researcher,Research Scientist,research engineer,Cisco Systems,United States,Boulder,Unspecified,Mid-level,Adzuna,250000.0,325000.0,287500.0,USD,2026-01-25,"The application window is expected to close on: 03/02/2026 Job posting may be removed earlier if the position is filled or if a sufficient number of applications are received . The application window is expected to close on 2/1/2026. Job posting may be removed earlier if the position is filled or if a sufficient number of applications are received. A strong preference will be given to candidates based in the Bay Area Metro region; however, qualified candidates in other U.S. locations may also b…",True,[],[],[],[],[],,low_similarity_no_inference,section9_not_llm_validated,not_validated,,False,0,0,2026-01,True,False,Unspecified,Mid-level
AI Researcher,Research Scientist,research engineer,Rogo,United States,New York City,Unspecified,Mid-level,Adzuna,115000.0,115000.0,115000.0,USD,2025-05-05,"Why Rogo At Rogo, we are building Wall Street's first true AI analyst. Our mission is to empower finance professionals at the world’s top investment banks, private equity funds, and investment firms with AI that delivers unparalleled speed, accuracy, and insight. We are not just improving financial workflows; we are redefining them from the ground up. This is a unique opportunity to join a generational company at a key inflection point. With a rapidly growing client base, proven product-market …",True,[],"['rag', 'openai', 'computer vision', 'transformers']",['transformers'],"['computer vision', 'openai', 'rag']",['transformers'],transformers,knn_inference,llm_validated_with_rescue,ok,0.25,True,1,0,2025-05,True,False,Unspecified,Mid-level
AI Researcher,Research Scientist,research engineer,Cisco Systems,United States,San Jose,Unspecified,Mid-level,Adzuna,181000.0,235000.0,208000.0,USD,2026-02-04,"The application window is expected to close on: Job posting may be removed earlier if the position is filled or if a sufficient number of applications are received . Meet the team Our team is dedicated to securing artificial intelligence (AI) systems that power critical applications. We focus on identifying and mitigating adversarial threats, data poisoning, and misuse to ensure AI safety and trustworthiness. The team is composed of experienced researchers and engineers who collaborate in a dyn…",True,[],"['computer vision', 'r', 'openai', 'rag']","['r', 'openai', 'rag']",['computer vision'],"['r', 'openai', 'rag']","r, openai, rag",knn_inference,llm_validated_with_rescue,ok,0.75,True,3,0,2026-02,True,False,Unspecified,Mid-level
AI Research Engineering Sr Manager with Security Clearance,Research Scientist,research engineer,Lockheed Martin,United States,Littleton,Unspecified,Senior,Adzuna,179000.0,179000.0,179000.0,USD,2026-02-21,"Job Number 715770BR Description:The coolest jobs on this planet or any other are with Lockheed Martin Space. At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing people are on a mission to make a difference in the world and every single day we use our unique skills and experiences to create, design and build solutions to some of the worlds' hardest engineering problems. Do you want to be part of a culture that inspires employees to think big,…",True,[],[],[],[],[],,low_similarity_no_inference,section9_not_llm_validated,not_validated,,False,0,0,2026-02,True,False,Unspecified,Senior
Full Spectrum Cyber AI Researcher with Security Clearance,Research Scientist,research engineer,Leidos,United States,Herndon,Unspecified,Mid-level,Adzuna,164000.0,164000.0,164000.0,USD,2026-02-21,"R-00175462 Description The Leidos Cyber Accelerator is seeking a hands-on applied researcher to design, execute, and automate real-world offensive security assessments while advancing ML-driven approaches to penetration testing. You will perform end-to-end automation of pentesting/red teaming (scoping → exploitation → post-exploitation → reporting), build repeatable tooling and test harnesses, and explore machine learning and reinforcement learning (RL) techniques for improving attack planning,…",True,['r'],['r'],[],[],['r'],r,original,original,not_validated,0.0,True,1,1,2026-02,True,True,Unspecified,Mid-level
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Bay Lake,Hybrid,Senior,Adzuna,169000.0,169000.0,169000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Orlo Vista,Hybrid,Senior,Adzuna,168000.0,168000.0,168000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
