job_posting_id,job_title,job_title_original,company,country,city,city_clean,remote_type,experience_level,source,salary_min,salary_max,salary_avg,currency,posted_date,year,month,year_month,job_description,description_length,description_truncated,normalized_title,title_similarity,normalization_method,esco_occupation,required_skills,original_skills_list,has_original_skills,n_original_skills,inferred_skills_knn,completed_skills_list,skill_inference_method,has_section9_completed_skills,n_section9_completed_skills,needs_llm_validation,llm_status,llm_validated_skills_list,llm_removed_skills_list,llm_skill_reasons,llm_keep_rate,recommended_skills_list,recommended_skills,final_recommended_skills,recommended_skill_source,final_skill_source,has_recommended_skills,n_recommended_skills,n_final_recommended_skills,recommended_skills_text,salary_band
1217,"Computer Vision Engineer, Image Quality","Computer Vision Engineer, Image Quality",Anduril Industries,United States,Bellevue,bellevue,Unspecified,Mid-level,Adzuna,191000.0,253000.0,222000.0,USD,2026-01-08,2026.0,1.0,2026-01,"ABOUT THE TEAM The WFOS (Warfighter OS) Display Software and Calibration team at Anduril develops display pipeline software, firmware, and calibration systems for our AR/VR products including our Eagle Eye program. We focus on developing a software platform that delivers app graphics and sensor feeds to display hardware, solving complex technical challenges to achieve exceptional image quality with minimal latency. As an engineer on our Display Calibration team, you will be instrumental in deve…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1218,"Technical Lead, Computer Vision Engineer","Technical Lead, Computer Vision Engineer",Boon Technologies,United States,US,,Unspecified,Lead,Adzuna,180000.0,240000.0,210000.0,USD,2026-01-24,2026.0,1.0,2026-01,"About Boon Boon is the professional AI platform built specifically for construction. Founded in the San Francisco Bay Area in 2023 by product and engineering leaders from Samsara, Apple, Google and DoorDash. Boon is backed by leading Silicon Valley venture capitalists. Our AI agents embed directly into existing workflows, from preconstruction estimating to bid management. They automate the repetitive tasks that drain time and margins while surfacing the insights leaders need to make faster and …",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1219,Senior Staff Computer Vision Engineer,Senior Staff Computer Vision Engineer,Coupand,United States,Mountain View,mountain view,Unspecified,Senior,Adzuna,98000.0,98000.0,98000.0,USD,2026-02-14,2026.0,2.0,2026-02,"About Coupang We exist to wow our customers. We know we’re doing the right thing when we hear our customers say, ""How did we ever live without Coupang?"" Born out of an obsession to make shopping, eating, and living easier than ever, we’re collectively disrupting the multi-billion-dollar e-commerce industry from the ground up. We are one of the fastest-growing e-commerce companies that established an unparalleled reputation for being a dominant and reliable force in South Korean commerce. We are…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Medium
1220,"Staff Computer Vision Engineer, Perception","Staff Computer Vision Engineer, Perception",Metropolis,United States,Seattle,seattle,Unspecified,Lead,Adzuna,196000.0,196000.0,196000.0,USD,2025-08-02,2025.0,8.0,2025-08,"Who we are Metropolis is an artificial intelligence company that uses computer vision technology to enable frictionless, checkout-free experiences in the real world. Today, we are reimagining parking to enable millions of consumers to just ""drive in and drive out."" We envision a future where people transact in the real world with a speed, ease and convenience that is unparalleled, even online. Tomorrow, we will power checkout-free experiences anywhere you go to make the everyday experiences of …",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1221,Computer Vision Research Engineer,Computer Vision Research Engineer,Insight Global,United States,Upper Union,upper union,Unspecified,Lead,Adzuna,138000.0,138000.0,138000.0,USD,2026-01-21,2026.0,1.0,2026-01,"Job Description As a Research Engineer - Computer Vision you will work with a Fortune 100 client of Insight Global and their external customers to define, build, and execute strategic research and development programs focused in Computer Vision and Autonomous Systems. Essential Responsibilities: - Develop new technology concepts with strategic impact focused in computer vision algorithm and system design and system integration. . - Actively lead and participate in design, architecture, and deve…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,High
1222,Computer Vision Engineer (Object Detection & Tracking),Computer Vision Engineer (Object Detection & Tracking),Zeromark,United States,New York City,new york city,Unspecified,Mid-level,Adzuna,124000.0,124000.0,124000.0,USD,2024-09-09,2024.0,9.0,2024-09,"About Us Zeromark builds AI-driven counter-drone systems that actually work in combat. No PowerPoints. No hype. Just field-proven technology that saves lives. We've doubled year-over-year for two straight years, winning contracts that prove what we've always known: real innovation happens in the dirt, not in conference rooms. Our systems transform standard weapons into AI-powered platforms that detect, track, and neutralize drone threats—because a $200 drone shouldn't require a million-dollar c…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,High
1223,Senior Machine Learning/Computer Vision Engineer,Senior Machine Learning/Computer Vision Engineer,Parallel Systems,United States,Los Angeles,los angeles,Unspecified,Senior,Adzuna,150000.0,240000.0,195000.0,USD,2025-10-09,2025.0,10.0,2025-10,"Parallel Systems is pioneering autonomous battery-electric rail vehicles designed to transform freight transportation by shifting portions of the $900 billion U.S. trucking industry onto rail. Our innovative technology offers cleaner, safer, and more efficient logistics solutions. Join our dynamic team and help shape a smarter, greener future for global freight. Senior Machine Learning/Computer Vision Engineer Parallel Systems is seeking an experienced Machine Learning Engineer to help build th…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1224,Senior Computer Vision Engineer - Deep Learning Focus,Senior Computer Vision Engineer - Deep Learning Focus,Phantom AI,United States,Mountain View,mountain view,Unspecified,Senior,Adzuna,180000.0,240000.0,210000.0,USD,2026-01-31,2026.0,1.0,2026-01,"About Us At Phantom AI, we’ve built a team of incredibly talented and ambitious people challenging the norm in the automotive industry. We are building cost-effective L2/L3 solutions to reduce the burden of everyday driving and make the roads safe for everyone. For instance, we believe democratizing technologies such as Automatic Emergency Braking and Emergency Lane Support is the first priority before tackling a fully self-driving vehicle. Our main customers are Tier 1 automotive manufacturers…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1225,Computer Vision Software Engineer (Level II) with Security Clearance,Computer Vision Software Engineer (Level II) with Security Clearance,Lockheed Martin,United States,Littleton,littleton,Unspecified,Mid-level,Adzuna,170000.0,170000.0,170000.0,USD,2026-02-21,2026.0,2.0,2026-02,"Job Number 711113BR Description: About Lockheed Martin Space: Space is a critical domain, connecting our technologies, our security, and our humanity. While others view space as a destination, we see it as a realm of possibilities, where we can do more - we can innovate, invest, inspire, and integrate our capabilities to transform the future. At Lockheed Martin Space, we aim to harness the full potential of space to cultivate innovation, reduce costs, and push the boundaries of what technology …",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1226,Computer Vision Data Engineer,Computer Vision Data Engineer,eBay,United States,Longmont,longmont,Unspecified,Mid-level,Adzuna,81000.0,144000.0,112500.0,USD,2026-02-10,2026.0,2.0,2026-02,"At eBay, we're more than a global ecommerce leader — we’re changing the way the world shops and sells. Our platform empowers millions of buyers and sellers in more than 190 markets around the world. We’re committed to pushing boundaries and leaving our mark as we reinvent the future of ecommerce for enthusiasts. Our customers are our compass, authenticity thrives, bold ideas are welcome, and everyone can bring their unique selves to work — every day. We're in this together, sustaining the futur…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Medium
1227,Computer Vision Software Engineer,Computer Vision Software Engineer,Valve,United States,Bellevue,bellevue,Unspecified,Mid-level,Adzuna,165000.0,165000.0,165000.0,USD,2026-01-14,2026.0,1.0,2026-01,"Computer vision plays an indispensable role in modern VR experiences, providing headset and controller tracking, eye and hand tracking, 3D environment understanding, amongst others. Computer vision engineers at Valve are working on all those areas to help us achieve the next steps in VR with millions of customers world-wide. Across the computer vision engineering group, we contribute in a variety of ways: • Collaborate to define product goals • Participate in conceiving, designing, and evaluati…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1228,Computer Vision (Software) Engineer,Computer Vision (Software) Engineer,Sciton,United States,Palo Alto,palo alto,Unspecified,Mid-level,Adzuna,170000.0,190000.0,180000.0,USD,2026-01-14,2026.0,1.0,2026-01,"Computer Vision (Software) Engineer Sciton is a Silicon Valley based pioneer in laser, light, and energy technologies for aesthetic and medical applications. Our engineers helped bring laser products to market just a few years after lasers were first invented, and that same spirit of innovation still drives us today. We are built on a strong set of values: Selflessness, Candor, Innovation, Execution, Objectivity, Excellence, Learning, Ownership, and Clarity. With more than 500 employees worldwi…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1229,Computer Vision Software Engineer,Computer Vision Software Engineer,Silgan Containers,United States,Park,park,Unspecified,Mid-level,Adzuna,80000.0,90000.0,85000.0,USD,2026-02-06,2026.0,2.0,2026-02,"Computer Vision Software Engineer | Silgan | Waukegan, IL Stability. Innovation. Industry Leader. – We Are Silgan. Silgan, a global Fortune 500 leader in sustainable packaging solutions, is hiring an experienced Computer Vision Software Engineer for our Waukegan, IL facility. In this role, you will design, develop, deploy, support and improve computer vision systems. Provide advanced manufacturing support for new and existing online vision systems, install, launch, tune and debug online and off…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Low
1230,Computer Vision Software Engineer,Computer Vision Software Engineer,Silgan Plastics,United States,Waukegan,waukegan,Unspecified,Mid-level,Adzuna,80000.0,90000.0,85000.0,USD,2026-01-21,2026.0,1.0,2026-01,"Computer Vision Software Engineer | Silgan | Waukegan, IL Stability. Innovation. Industry Leader. – We Are Silgan. Silgan, a global Fortune 500 leader in sustainable packaging solutions, is hiring an experienced Computer Vision Software Engineer for our Waukegan, IL facility. In this role, you will design, develop, deploy, support and improve computer vision systems. Provide advanced manufacturing support for new and existing online vision systems, install, launch, tune and debug online and off…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Low
1231,Computer Vision AI Engineer,Computer Vision AI Engineer,Momenti,United States,Prince,prince,Unspecified,Mid-level,Adzuna,115000.0,175000.0,145000.0,USD,2024-08-01,2024.0,8.0,2024-08,"Company Intro: Our world is immersive and visceral. Content today is static and boring. We are Momenti, video that you interact with, bringing visceral experiences to all content. Build deeper connections and emotions with multi-dimensional video, and bring life to content by breaking the 4th wall. Join the content revolution! The world is alive, and so should your captured moments. Momenti is here. Job Summary: We are looking for an experienced, motivated Computer Vision AI Engineer to join ou…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,High
1232,Computer Vision Research Engineer,Computer Vision Research Engineer,Bobyard,United States,San Francisco,san francisco,Unspecified,Mid-level,Adzuna,160000.0,200000.0,180000.0,USD,2026-01-09,2026.0,1.0,2026-01,"Position Overview Bobyard solves non-trivial CV problems in order to automate takeoffs for contractors. We can save them dozens of hours for each project easily. This requires a complex system of models that produce better than human results. You will have very high autonomy in designing, executing, and iterating on products. We are a startup, and we move fast. You will be the world’s leading expert on the products you build. We look for world-class engineers who have both a vision for the prod…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1233,Image & Computer Vision AI Engineer,Image & Computer Vision AI Engineer,Babel Street,United States,Somerville,somerville,Unspecified,Mid-level,Adzuna,140000.0,170000.0,155000.0,USD,2026-01-17,2026.0,1.0,2026-01,"Babel Street is the trusted technology partner for the world’s most advanced identity intelligence and risk operations. We deliver advanced AI and data analytics solutions providing unmatched, analysis-ready data regardless of language, proactive risk identification, 360-degree insights, high-speed automation, and seamless integration into existing systems. Babel Street empower s government and commercial organizations to transform high-stakes identity and risk operations into a strategic advan…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,High
1234,Computer Vision Research Engineer (Modeling),Computer Vision Research Engineer (Modeling),NSC NBA Services Corp,United States,New York,new york,Unspecified,Senior,Adzuna,245000.0,330000.0,287500.0,USD,2026-01-09,2026.0,1.0,2026-01,"WORK OPTION: The NBA currently provides eligible employees the option of working remotely one day per week. _________________ Position Description: The Automated Officiating team at the NBA is seeking an experienced applied scientist / research engineer with a strong foundation in Computer Vision and Machine Learning . This is a senior position, and candidates ideally have Technical Leadership experience related to the development and deployment of advanced computer vision capabilities applied …",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1235,Computer Vision Software Engineer - University Graduate 2026,Computer Vision Software Engineer - University Graduate 2026,Verkada,United States,San Mateo,san mateo,Unspecified,Mid-level,Adzuna,125000.0,140000.0,132500.0,USD,2026-02-05,2026.0,2.0,2026-02,"Who We Are Verkada is transforming how organizations protect their people and places with an integrated, AI-powered platform. A leader in cloud physical security, Verkada helps organizations strengthen safety and efficiency through one connected software platform that includes solutions for video security, access control, air quality sensors, alarms, intercoms, and visitor management. Over 30,000 organizations worldwide, including more than 100 companies in the Fortune 500, trust Verkada as the…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,High
1236,Research Engineer - Computer Vision and Robotics,Research Engineer - Computer Vision and Robotics,Meta,United States,Redmond,redmond,Unspecified,Mid-level,Adzuna,102000.0,102000.0,102000.0,USD,2025-11-05,2025.0,11.0,2025-11,"Summary: The Surreal Team at Meta's Reality Lab Research is a multi-disciplinary, vertically integrated R&D group. Our expertise spans a wide range, from hardware prototyping and software/hardware co-design to comprehensive end-to-end system integration, enhancing the overall end-user experience. We specialize in an array of cutting-edge technologies in ego-centric machine perception and robotics AI including areas such as transfer learning, learning from demonstration, reinforcement learning, …",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,"R, Computer Vision","['computer vision', 'r']",True,2,[],"['computer vision', 'r']",original,True,2,False,not_validated,[],[],{},0.0,"['computer vision', 'r']","computer vision, r","computer vision, r",original,original,True,2,2,"computer vision, r",Medium
1237,"Machine Learning Engineer, Computer Vision","Machine Learning Engineer, Computer Vision",Google,United States,Mountain View,mountain view,Unspecified,Junior,Adzuna,164000.0,164000.0,164000.0,USD,2026-02-20,2026.0,2.0,2026-02,"Machine Learning Engineer, Computer Vision _corporate_fare_ Google _place_ Mountain View, CA, USA Mid Experience driving progress, solving problems, and mentoring more junior team members; deeper expertise and applied knowledge within relevant area. Minimum qualifications:  Bachelor's degree in Electrical Engineering, Computer Science, relevant technical field or equivalent practical experience.  2 years of experience with software development in one or more programming languages (e.g., Java, P…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,High
1238,Computer Vision R&D Engineer,Computer Vision R&D Engineer,Cesna Recruitment,United States,San Diego,san diego,Unspecified,Mid-level,Adzuna,120000.0,160000.0,140000.0,USD,2026-02-06,2026.0,2.0,2026-02,"[About Our Client] The company, founded in 2002 in Seoul, South Korea, is the world leader in 3D measurement and inspection technology used in the production of micro-electronics assemblies. Using patented 3D technology, the company provides best-in-class products in Solder Paste Inspection(SPI) and Automated Optical Inspection(AOI) for electronics manufacturers worldwide. [Job Summary] We are seeking an Intermediate Computer Vision R&D Engineer to join our team. The candidate will be part of t…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,"R, Computer Vision","['computer vision', 'r']",True,2,[],"['computer vision', 'r']",original,True,2,False,not_validated,[],[],{},0.0,"['computer vision', 'r']","computer vision, r","computer vision, r",original,original,True,2,2,"computer vision, r",High
1239,Computer Vision Machine Learning Engineer,Computer Vision Machine Learning Engineer,Allnessinc,United States,South San Francisco,south san francisco,Unspecified,Mid-level,Adzuna,160000.0,165000.0,162500.0,USD,2021-05-29,2021.0,5.0,2021-05,"Job Code : AINC17515 Job Title : Computer Vision Machine Learning Engineer We have partnered with a large biotechnology company in the South San Francisco, CAarea to provide them with a Computer Vision Machine Learning Engineer. Strong knowledge of fundamentals in feature extraction, computer vision and image/video analysis, including deep learning . Responsibilities of the Computer Vision Machine Learning Engineer: · As a machine learning engineer with expertise in microscopy image analysis, y…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,High
1240,Computer Vision AI/ML Engineer,Computer Vision AI/ML Engineer,Jobs via Dice,United States,Dallas,dallas,Hybrid,Mid-level,Adzuna,144000.0,144000.0,144000.0,USD,2026-02-03,2026.0,2.0,2026-02,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Wise Skulls Corp., is seeking the following. Apply via Dice today! Title: Computer Vision AI/ML Engineer Location: Dallas, TX (Hybrid) Duration: 12 Months (Possibility of Long Term) JD: Atleast 8 Years Of Overall Experience Required. Machine Learning Engineer with advanced Python expertise and strong computer vision capabilities, specializing in: Multi-Target Multi-Camera (MTMC) object detection…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,"Python, Computer Vision","['computer vision', 'python']",True,2,[],"['computer vision', 'python']",original,True,2,False,not_validated,[],[],{},0.0,"['computer vision', 'python']","computer vision, python","computer vision, python",original,original,True,2,2,"computer vision, python",High
1241,Computer Vision & Robotics Software Engineer,Computer Vision & Robotics Software Engineer,Skyways,United States,Austin,austin,Unspecified,Mid-level,Adzuna,107000.0,107000.0,107000.0,USD,2025-07-22,2025.0,7.0,2025-07,"At Skyways, we are building the future of air transportation with fully autonomous unmanned aerial vehicles (UAVs). Backed by significant funding, including a $37M STRATFI contract from the U.S. Air Force, we operate at the intersection of commercial and defense markets. We have designed, built, and flown aircraft with real customers and government partners, and are now entering the next phase of the company: scaling toward production. Based in Austin, TX and supported by top investors includin…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Medium
1242,Inv 5 Software Engineer - Computer Vision,Inv 5 Software Engineer - Computer Vision,3M,United States,Maplewood,maplewood,Unspecified,Mid-level,Adzuna,143000.0,143000.0,143000.0,USD,2026-02-05,2026.0,2.0,2026-02,"Job Description: Job Title Software Engineer- Computer Vision Collaborate with Innovative 3Mers Around the World Choosing where to start and grow your career has a major impact on your professional and personal life, so it's equally important you know that the company that you choose to work at, and its leaders, will support and guide you. With a wide variety of people, global locations, technologies and products, 3M is a place where you can collaborate with other curious, creative 3Mers. This …",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,High
1243,Senior Machine Learning Engineer- Computer Vision,Senior Machine Learning Engineer- Computer Vision,Warner Bros. Discovery,United States,Bellevue,bellevue,Unspecified,Senior,Adzuna,221000.0,221000.0,221000.0,USD,2026-01-24,2026.0,1.0,2026-01,"_Welcome to Warner Bros. Discovery the stuff dreams are made of._ Who We Are When we say, ""the stuff dreams are made of,"" we're not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD's vast portfolio of iconic content and beloved brands, are the _storytellers_ bringing our characters to life, the _creators_ bringing them to your living rooms and the _dreamers_ creating what's next From brilliant creatives, to technology trailblaze…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1244,Senior Machine Learning Engineer- Computer Vision,Senior Machine Learning Engineer- Computer Vision,Warner Bros. Discovery,United States,SoMa,soma,Unspecified,Senior,Adzuna,196000.0,196000.0,196000.0,USD,2026-01-24,2026.0,1.0,2026-01,"_Welcome to Warner Bros. Discovery the stuff dreams are made of._ Who We Are When we say, ""the stuff dreams are made of,"" we're not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD's vast portfolio of iconic content and beloved brands, are the _storytellers_ bringing our characters to life, the _creators_ bringing them to your living rooms and the _dreamers_ creating what's next From brilliant creatives, to technology trailblaze…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1245,Senior Machine Learning Engineer- Computer Vision,Senior Machine Learning Engineer- Computer Vision,Warner Bros. Discovery,United States,Grand Central,grand central,Unspecified,Senior,Adzuna,226000.0,226000.0,226000.0,USD,2026-01-24,2026.0,1.0,2026-01,"_Welcome to Warner Bros. Discovery the stuff dreams are made of._ Who We Are When we say, ""the stuff dreams are made of,"" we're not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD's vast portfolio of iconic content and beloved brands, are the _storytellers_ bringing our characters to life, the _creators_ bringing them to your living rooms and the _dreamers_ creating what's next From brilliant creatives, to technology trailblaze…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1246,Senior Machine Learning Engineer- Computer Vision,Senior Machine Learning Engineer- Computer Vision,Warner Bros. Discovery,United States,Atlanta,atlanta,Unspecified,Senior,Adzuna,225000.0,225000.0,225000.0,USD,2026-01-24,2026.0,1.0,2026-01,"_Welcome to Warner Bros. Discovery the stuff dreams are made of._ Who We Are When we say, ""the stuff dreams are made of,"" we're not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD's vast portfolio of iconic content and beloved brands, are the _storytellers_ bringing our characters to life, the _creators_ bringing them to your living rooms and the _dreamers_ creating what's next From brilliant creatives, to technology trailblaze…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1247,Principal Software Engineer - Computer Vision (ONSITE),Principal Software Engineer - Computer Vision (ONSITE),RTX Corporation,United States,Cedar Rapids,cedar rapids,Onsite,Lead,Adzuna,184000.0,184000.0,184000.0,USD,2025-11-11,2025.0,11.0,2025-11,"Date Posted: 2026-01-12 Country: United States of America Location: HIA32: Cedar Rapids, IA 400 Collins Rd NE , Cedar Rapids, IA, 52498-0505 USA Position Role Type: Onsite U.S. Citizen, U.S. Person, or Immigration Status Requirements: This job requires a U.S. Person. A U.S. Person is a lawful permanent resident as defined in 8 U.S.C. 1101(a)(20) or who is a protected individual as defined by 8 U.S.C. 1324b(a)(3). U.S. citizens, U.S. nationals, U.S. permanent residents, or individuals granted re…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,Computer Vision,['computer vision'],True,1,[],['computer vision'],original,True,1,False,not_validated,[],[],{},0.0,['computer vision'],computer vision,computer vision,original,original,True,1,1,computer vision,Very High
1248,Computer Vision Algorithm Engineer - TikTok E-commerce Knowledge Graph,Computer Vision Algorithm Engineer - TikTok E-commerce Knowledge Graph,TikTok,United States,Times Square,times square,Unspecified,Mid-level,Adzuna,116000.0,116000.0,116000.0,USD,2025-05-08,2025.0,5.0,2025-05,"Responsibilities Our team is responsible for developing state-of-the-art CV/NLP/ML algorithms and strategies to improve user consumption experience, inspire merchants' service quality and revenue, and build a fair and flourishing ecosystem on our E-commerce Platform. More specifically, our team is responsible for the algorithms of Product Knowledge Graphs under TikTok's global e-commerce business. What you will do: • Participate in the development of massive knowledge graphs of real-world produ…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,"NLP, Computer Vision","['computer vision', 'nlp']",True,2,[],"['computer vision', 'nlp']",original,True,2,False,not_validated,[],[],{},0.0,"['computer vision', 'nlp']","computer vision, nlp","computer vision, nlp",original,original,True,2,2,"computer vision, nlp",Medium
1249,Computer Vision Algorithm Engineer - TikTok E-commerce Knowledge Graph,Computer Vision Algorithm Engineer - TikTok E-commerce Knowledge Graph,TikTok,United States,Campbell,campbell,Unspecified,Mid-level,Adzuna,132000.0,132000.0,132000.0,USD,2025-05-08,2025.0,5.0,2025-05,"Responsibilities Our team is responsible for developing state-of-the-art CV/NLP/ML algorithms and strategies to improve user consumption experience, inspire merchants' service quality and revenue, and build a fair and flourishing ecosystem on our E-commerce Platform. More specifically, our team is responsible for the algorithms of Product Knowledge Graphs under TikTok's global e-commerce business. What you will do: • Participate in the development of massive knowledge graphs of real-world produ…",500,True,Computer Vision Engineer,1.0,rule,computer vision engineer,"NLP, Computer Vision","['computer vision', 'nlp']",True,2,[],"['computer vision', 'nlp']",original,True,2,False,not_validated,[],[],{},0.0,"['computer vision', 'nlp']","computer vision, nlp","computer vision, nlp",original,original,True,2,2,"computer vision, nlp",High
